company_name,brand,product_name,model_name,series_name,is_own_product,launch_date,launch_market,price_band,current_price,ram,storage,battery_capacity,charging_wattage,chipset,display_size,display_type,refresh_rate,screen_to_body_ratio,rear_camera,front_camera,android_version,custom_ui,network_5g,weight,thickness,official_url,marketplace_url,source_name,source_confidence
Realme,Realme,Realme Narzo 70x 5G,Narzo 70x 5G,Narzo,false,2024,India,Mid-range,Unknown,Unknown,128 GB,5000 mAh,45W,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Android,realme UI,Yes,Unknown,Unknown,Unknown,https://www.flipkart.com/realme-narzo-70x-5g-ice-blue-128-gb/product-reviews/itm4ef66169ea11b?pid=MOBHYCWQUSWGF6FT,review_competitor_seed,manual_pending
