review_id,product_id,product_name,brand,marketplace,source_url,raw_text,rating,review_date,review_title,reviewer_name,scraped_at
flipkart_7db3c0fb2e4e05ce38e2,infinix_note_50x_5g_plus,Infinix Note 50x 5G Plus,Infinix,flipkart,https://www.flipkart.com/infinix-note-50x-5g-45w-charger-box-ai-sunset-spice-pink-128-gb/product-reviews/itm012aed121baec?pid=MOBHAYMDFNNMDMFC&page=3,I used this brands phone before this phone infinix note 30 5G and I bought this phone for gaming fps is overall is good and design is impressive and but this phone doesn't give audio jake in this pho...,5.0,,Helpful for 7,,2026-05-09T22:20:10+00:00
flipkart_7f65d955f1f9b2f30a5b,infinix_note_50x_5g_plus,Infinix Note 50x 5G Plus,Infinix,flipkart,https://www.flipkart.com/infinix-note-50x-5g-45w-charger-box-ai-sunset-spice-pink-128-gb/product-reviews/itm012aed121baec?pid=MOBHAYMDFNNMDMFC&page=3,Helpful for 7,3,,Helpful for 7,,2026-05-09T22:20:10+00:00
flipkart_f3bee1209a7e7246185a,infinix_note_50x_5g_plus,Infinix Note 50x 5G Plus,Infinix,flipkart,https://www.flipkart.com/infinix-note-50x-5g-45w-charger-box-ai-sunset-spice-pink-128-gb/product-reviews/itm012aed121baec?pid=MOBHAYMDFNNMDMFC&page=3,Helpful for 16,3.0,,It's not for heavy users it's only for normal users,,2026-05-09T22:20:10+00:00
flipkart_70c36b06895279275ba8,infinix_note_50x_5g_plus,Infinix Note 50x 5G Plus,Infinix,flipkart,https://www.flipkart.com/infinix-note-50x-5g-45w-charger-box-ai-sunset-spice-pink-128-gb/product-reviews/itm012aed121baec?pid=MOBHAYMDFNNMDMFC&page=3,Helpful for 2,4.0,,Best phone,,2026-05-09T22:20:10+00:00
flipkart_690c9bd1578a92b9c8b7,infinix_note_50x_5g_plus,Infinix Note 50x 5G Plus,Infinix,flipkart,https://www.flipkart.com/infinix-note-50x-5g-45w-charger-box-ai-sunset-spice-pink-128-gb/product-reviews/itm012aed121baec?pid=MOBHAYMDFNNMDMFC&page=3,Battery backup need to be improved... Expect that everything is absolutely awesome and worth buying.,4.0,,Helpful for 2,,2026-05-09T22:20:10+00:00
flipkart_1ff291f4a158a4904d12,infinix_note_50x_5g_plus,Infinix Note 50x 5G Plus,Infinix,flipkart,https://www.flipkart.com/infinix-note-50x-5g-45w-charger-box-ai-sunset-spice-pink-128-gb/product-reviews/itm012aed121baec?pid=MOBHAYMDFNNMDMFC&page=4,Helpful for 2,5.0,,Awesome,,2026-05-09T22:20:16+00:00
flipkart_13bceb9e9e7f2ca80332,infinix_note_50x_5g_plus,Infinix Note 50x 5G Plus,Infinix,flipkart,https://www.flipkart.com/infinix-note-50x-5g-45w-charger-box-ai-sunset-spice-pink-128-gb/product-reviews/itm012aed121baec?pid=MOBHAYMDFNNMDMFC&page=4,Good mobile 🫵🫵🫵,5.0,,Good mobile 🫵🫵🫵,,2026-05-09T22:20:16+00:00
flipkart_5f4bff02c97664f41cac,infinix_note_50x_5g_plus,Infinix Note 50x 5G Plus,Infinix,flipkart,https://www.flipkart.com/infinix-note-50x-5g-45w-charger-box-ai-sunset-spice-pink-128-gb/product-reviews/itm012aed121baec?pid=MOBHAYMDFNNMDMFC&page=4,The product is good at this price. Very light weight,5.0,,The product is good at this price. Very light weight,,2026-05-09T22:20:16+00:00
flipkart_0d4fc9ccacc4734205ad,infinix_note_50x_5g_plus,Infinix Note 50x 5G Plus,Infinix,flipkart,https://www.flipkart.com/infinix-note-50x-5g-45w-charger-box-ai-sunset-spice-pink-128-gb/product-reviews/itm012aed121baec?pid=MOBHAYMDFNNMDMFC&page=4,"Sound is no good, rest all are super..",5.0,,"Sound is no good, rest all are super..",,2026-05-09T22:20:16+00:00
flipkart_030bf227a549a5b1c052,infinix_note_50x_5g_plus,Infinix Note 50x 5G Plus,Infinix,flipkart,https://www.flipkart.com/infinix-note-50x-5g-45w-charger-box-ai-sunset-spice-pink-128-gb/product-reviews/itm012aed121baec?pid=MOBHAYMDFNNMDMFC&page=4,Helpful for 1,1,,Helpful for 1,,2026-05-09T22:20:16+00:00
flipkart_17045c2ea7dc9f9f4288,infinix_note_50x_5g_plus,Infinix Note 50x 5G Plus,Infinix,flipkart,https://www.flipkart.com/infinix-note-50x-5g-45w-charger-box-ai-sunset-spice-pink-128-gb/product-reviews/itm012aed121baec?pid=MOBHAYMDFNNMDMFC&page=4,Camera is best.. battery is good.. display is good.. design is awesome.. performance is best... Best phone under 13k range .. i m very happy to purchase it ...thanx flipkart😍,5.0,,Helpful for 2,,2026-05-09T22:20:16+00:00
flipkart_0e21424445f4da94d463,infinix_note_50x_5g_plus,Infinix Note 50x 5G Plus,Infinix,flipkart,https://www.flipkart.com/infinix-note-50x-5g-45w-charger-box-ai-sunset-spice-pink-128-gb/product-reviews/itm012aed121baec?pid=MOBHAYMDFNNMDMFC&page=4,Helpful for 1,5.0,,Helpful for 1,,2026-05-09T22:20:16+00:00
flipkart_720cb8a73782551f9c51,infinix_note_50x_5g_plus,Infinix Note 50x 5G Plus,Infinix,flipkart,https://www.flipkart.com/infinix-note-50x-5g-45w-charger-box-ai-sunset-spice-pink-128-gb/product-reviews/itm012aed121baec?pid=MOBHAYMDFNNMDMFC&page=4,In my opinion this phone is an killer phone in its budget if ur in a tight budget then buy this but if you can extend more 3-5 thousand rupees then go for the Vivo t4x,5.0,,Awesome,,2026-05-09T22:20:16+00:00
flipkart_3b606eb20087226049ca,infinix_note_50x_5g_plus,Infinix Note 50x 5G Plus,Infinix,flipkart,https://www.flipkart.com/infinix-note-50x-5g-45w-charger-box-ai-sunset-spice-pink-128-gb/product-reviews/itm012aed121baec?pid=MOBHAYMDFNNMDMFC&page=4,In my opinion this phone is an killer phone in its budget if ur in a tight budget then buy this but if you can extend more 3-5 thousand rupees then go for the Vivo t4x,3,,,,2026-05-09T22:20:16+00:00
flipkart_2cee0ab37ea5296b8eb8,infinix_note_50x_5g_plus,Infinix Note 50x 5G Plus,Infinix,flipkart,https://www.flipkart.com/infinix-note-50x-5g-45w-charger-box-ai-sunset-spice-pink-128-gb/product-reviews/itm012aed121baec?pid=MOBHAYMDFNNMDMFC&page=4,This is a cool mobile. This is a mobile. Use this mobile. It will be fun. See the camera results. Good camera results.,5.0,,Helpful for 6,,2026-05-09T22:20:16+00:00
