review_id,product_id,product_name,brand,marketplace,source_url,raw_text,rating,review_date,review_title,reviewer_name,scraped_at,text_hash,review_fingerprint,cleaning_status
flipkart_2849aa8089fe19333062,itel_a95_5g,itel A95 5G,itel,flipkart,https://www.flipkart.com/itel-a95-5g-clax-titanium-128-gb/product-reviews/itmd721960b9a96e?pid=MOBHC3YGFMSVMM9B,Could be way better,2,,Could be way better,,2026-05-09T22:28:19+00:00,de05ae5428e596311ba21b10968eb46bb95c420ed15cd7938e781aa04da7cae6,8bbcb31094b2d34ff138e67a1f6a8a83b523457067e9cece98997fb25ac674f0,clean
